GPS Fix Time,GPS Fix Attempt,GPS Latitude,GPS Longitude,time,croc name,acoustic tag ID,satellite tag,GPS start,days at large,GPS end,number of fixes (HDOP<4),fix/day,sex,total length (cm)
6/10/2010,,-12.27752,142.50627,1:30:10,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/10/2010,,-12.27754,142.50623,4:29:38,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/10/2010,,-12.27723,142.50629,7:29:09,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/10/2010,,-12.27741,142.50628,10:30:03,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/10/2010,,-12.27757,142.50607,13:28:58,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/10/2010,,-12.27748,142.50622,16:27:38,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/11/2010,,-12.27752,142.50616,1:27:44,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/11/2010,,-12.27753,142.50619,4:27:39,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/11/2010,,-12.27751,142.50618,7:29:39,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/11/2010,,-12.2776,142.5062,10:28:33,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/11/2010,,-12.2775,142.5062,13:27:38,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/11/2010,,-12.27689,142.50642,19:26:56,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/11/2010,,-12.2775,142.50616,22:27:02,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/12/2010,,-12.27744,142.50606,1:27:21,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/12/2010,,-12.27754,142.50628,4:25:39,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/12/2010,,-12.27758,142.50621,7:25:57,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/12/2010,,-12.27757,142.50629,10:25:08,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/12/2010,,-12.27751,142.50617,13:24:44,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/12/2010,,-12.27755,142.50628,16:24:38,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/12/2010,,-12.27757,142.50622,22:25:28,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/13/2010,,-12.27753,142.50622,4:24:02,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/13/2010,,-12.27757,142.50618,7:23:39,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/13/2010,,-12.27752,142.50635,10:24:50,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/13/2010,,-12.27749,142.50629,13:23:56,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/13/2010,,-12.2777,142.50625,16:23:56,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/13/2010,,-12.27746,142.50635,19:24:56,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/13/2010,,-12.27752,142.50629,22:25:08,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/14/2010,,-12.2775,142.5062,4:24:02,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/14/2010,,-12.27754,142.50625,7:22:56,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/14/2010,,-12.2775,142.50626,10:22:39,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/14/2010,,-12.27746,142.50614,13:22:38,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/14/2010,,-12.27755,142.50605,16:22:02,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/14/2010,,-12.27738,142.50603,19:21:26,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/14/2010,,-12.27757,142.5062,22:21:38,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/15/2010,,-12.27737,142.50609,1:21:57,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/15/2010,,-12.27755,142.50618,4:20:38,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/15/2010,,-12.2774,142.50617,7:20:39,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/15/2010,,-12.27757,142.50618,10:21:08,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/15/2010,,-12.27753,142.50634,13:20:39,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/15/2010,,-12.27764,142.50622,16:21:08,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/15/2010,,-12.27757,142.50636,19:21:02,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/16/2010,,-12.27743,142.50605,1:19:02,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/16/2010,,-12.27756,142.50624,4:18:56,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/16/2010,,-12.27757,142.50617,7:19:02,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/16/2010,,-12.27758,142.50628,10:19:20,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/16/2010,,-12.27752,142.50621,13:18:38,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/16/2010,,-12.27757,142.50622,16:18:38,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/16/2010,,-12.27756,142.50616,19:18:38,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/16/2010,,-12.27747,142.50616,22:19:03,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/17/2010,,-12.27757,142.50626,1:20:27,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/17/2010,,-12.2775,142.50633,4:18:38,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/17/2010,,-12.27759,142.50616,7:20:08,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/17/2010,,-12.27748,142.50618,10:19:09,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/17/2010,,-12.2775,142.5062,13:18:38,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/17/2010,,-12.27784,142.50643,16:18:39,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/17/2010,,-12.2774,142.50625,19:17:39,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/17/2010,,-12.27761,142.50617,22:18:03,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/18/2010,,-12.27757,142.50615,1:17:45,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/18/2010,,-12.27747,142.50619,4:17:56,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/18/2010,,-12.27741,142.50626,7:18:02,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/18/2010,,-12.27753,142.50628,13:18:03,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/18/2010,,-12.27786,142.50633,16:17:56,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/18/2010,,-12.27755,142.50619,22:17:40,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/19/2010,,-12.27763,142.50627,1:18:02,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/19/2010,,-12.27752,142.50622,4:17:02,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/19/2010,,-12.27773,142.50617,7:16:43,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/19/2010,,-12.27755,142.50631,10:17:02,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/19/2010,,-12.27752,142.50616,13:17:02,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/19/2010,,-12.27747,142.50623,16:16:38,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/19/2010,,-12.27807,142.50648,19:17:08,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/19/2010,,-12.27762,142.50617,22:16:38,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/20/2010,,-12.27758,142.50622,1:16:38,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/20/2010,,-12.27754,142.50617,4:16:56,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/20/2010,,-12.27758,142.5062,7:16:39,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/20/2010,,-12.27759,142.50618,10:17:38,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/20/2010,,-12.27761,142.5062,13:16:40,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/20/2010,,-12.27729,142.50617,16:17:39,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/20/2010,,-12.2776,142.50624,22:16:02,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/21/2010,,-12.27751,142.50623,1:15:38,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/21/2010,,-12.2775,142.50617,4:15:38,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/21/2010,,-12.27762,142.5062,7:15:38,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/21/2010,,-12.27753,142.50623,10:15:38,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/21/2010,,-12.27752,142.50617,13:16:03,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/21/2010,,-12.27764,142.5062,16:15:38,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/21/2010,,-12.27746,142.50616,19:16:09,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/21/2010,,-12.27753,142.50625,22:15:38,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/22/2010,,-12.27762,142.50624,1:15:02,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/22/2010,,-12.27752,142.50623,4:14:45,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/22/2010,,-12.27754,142.50627,7:14:57,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/22/2010,,-12.27752,142.50629,10:14:02,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/22/2010,,-12.2775,142.50619,13:14:02,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/22/2010,,-12.27763,142.50624,16:13:50,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/22/2010,,-12.27747,142.50613,19:14:35,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/22/2010,,-12.27765,142.50608,22:13:46,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/23/2010,,-12.2775,142.5062,1:13:39,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/23/2010,,-12.27751,142.50619,4:13:58,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/23/2010,,-12.27756,142.50623,7:13:03,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/23/2010,,-12.27741,142.50621,10:13:01,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/23/2010,,-12.27762,142.50612,13:12:02,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/23/2010,,-12.27754,142.50629,16:11:38,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/23/2010,,-12.27769,142.50571,19:11:38,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/23/2010,,-12.27762,142.50611,22:12:38,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/24/2010,,-12.27756,142.50612,1:12:08,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/24/2010,,-12.27746,142.50616,4:11:38,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/24/2010,,-12.27731,142.50634,7:11:38,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/24/2010,,-12.2776,142.50622,10:12:27,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/24/2010,,-12.27757,142.50616,13:11:38,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/24/2010,,-12.27753,142.50622,16:11:39,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/24/2010,,-12.27727,142.50604,19:11:56,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/25/2010,,-12.27753,142.50616,1:11:08,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/25/2010,,-12.27752,142.50615,4:10:38,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/25/2010,,-12.27752,142.50626,7:11:14,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/25/2010,,-12.27751,142.5062,10:10:38,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/25/2010,,-12.27757,142.50613,13:10:38,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/25/2010,,-12.27744,142.50623,16:10:38,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/25/2010,,-12.27747,142.50605,19:10:38,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/25/2010,,-12.27768,142.50618,22:10:56,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/26/2010,,-12.27757,142.5062,1:10:38,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/26/2010,,-12.2776,142.50623,4:10:39,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/26/2010,,-12.27757,142.50617,7:11:08,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/26/2010,,-12.27771,142.50627,10:10:02,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/26/2010,,-12.27755,142.50619,13:09:39,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/26/2010,,-12.27755,142.50616,16:09:39,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/26/2010,,-12.27763,142.50638,19:09:38,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/26/2010,,-12.27749,142.50602,22:09:38,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/27/2010,,-12.27754,142.50616,1:09:38,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/27/2010,,-12.27754,142.50616,4:10:02,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/27/2010,,-12.27759,142.50619,7:09:56,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/27/2010,,-12.27755,142.50616,10:10:09,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/27/2010,,-12.27756,142.50624,13:09:38,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/27/2010,,-12.27755,142.50618,16:08:38,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/27/2010,,-12.27754,142.50634,19:08:39,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/27/2010,,-12.27752,142.50621,22:08:38,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/28/2010,,-12.27759,142.50622,1:08:38,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/28/2010,,-12.27733,142.50637,7:08:02,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/28/2010,,-12.27752,142.50628,10:08:02,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/28/2010,,-12.27755,142.50612,13:07:38,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/28/2010,,-12.27761,142.50622,16:07:50,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/28/2010,,-12.27769,142.50628,19:08:44,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/28/2010,,-12.27762,142.50625,22:07:57,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/29/2010,,-12.27758,142.50625,1:06:56,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/29/2010,,-12.27757,142.50616,4:07:33,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/29/2010,,-12.27756,142.50624,7:06:02,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/29/2010,,-12.27767,142.50624,10:05:38,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/29/2010,,-12.27758,142.50612,13:05:22,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/29/2010,,-12.27749,142.50617,16:05:02,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/29/2010,,-12.27763,142.50616,22:03:38,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/30/2010,,-12.2776,142.50625,1:03:56,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/30/2010,,-12.27758,142.50628,4:03:56,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/30/2010,,-12.27752,142.5062,7:03:39,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/30/2010,,-12.27758,142.50624,13:03:38,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/30/2010,,-12.27756,142.50618,16:03:59,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/30/2010,,-12.27767,142.50629,19:03:32,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
6/30/2010,,-12.27755,142.50619,22:01:38,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
7/1/2010,,-12.27755,142.50618,1:01:38,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
7/1/2010,,-12.27749,142.50622,4:01:56,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
7/1/2010,,-12.27754,142.50627,7:01:38,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
7/1/2010,,-12.27744,142.50638,13:01:38,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
7/1/2010,,-12.2775,142.50631,16:01:57,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
7/1/2010,,-12.27747,142.50624,19:00:43,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
7/1/2010,,-12.27758,142.50617,22:00:38,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
7/2/2010,,-12.27753,142.50623,1:00:39,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
7/2/2010,,-12.27757,142.50624,4:00:38,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
7/2/2010,,-12.27751,142.50622,6:59:38,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
7/2/2010,,-12.27721,142.50639,10:00:14,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
7/2/2010,,-12.2775,142.50613,12:59:38,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
7/2/2010,,-12.27757,142.50617,15:59:39,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
7/2/2010,,-12.27762,142.50624,19:01:26,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
7/2/2010,,-12.27759,142.50614,21:59:39,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
7/3/2010,,-12.27753,142.50623,0:59:39,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
7/3/2010,,-12.27757,142.50622,3:59:38,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
7/3/2010,,-12.27755,142.50624,6:59:39,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
7/3/2010,,-12.27781,142.50609,10:00:20,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
7/3/2010,,-12.27756,142.5063,12:59:39,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
7/3/2010,,-12.27758,142.50613,15:59:38,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
7/3/2010,,-12.27757,142.50617,18:59:08,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
7/3/2010,,-12.27752,142.50622,21:58:44,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
7/4/2010,,-12.27739,142.50635,0:58:38,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
7/4/2010,,-12.27752,142.50623,3:58:38,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
7/4/2010,,-12.27756,142.50619,6:58:38,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
7/4/2010,,-12.27761,142.50609,9:59:02,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
7/4/2010,,-12.27761,142.50621,12:58:56,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
7/4/2010,,-12.27752,142.5062,15:59:38,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
7/4/2010,,-12.2775,142.50622,21:58:41,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
7/5/2010,,-12.27749,142.50618,0:59:08,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
7/5/2010,,-12.27752,142.50622,3:58:02,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
7/5/2010,,-12.27757,142.50619,6:58:02,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
7/5/2010,,-12.27731,142.50625,9:59:14,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
7/5/2010,,-12.27766,142.5062,12:58:09,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
7/5/2010,,-12.2775,142.50611,15:57:38,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
7/5/2010,,-12.27756,142.5062,18:58:08,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
7/6/2010,,-12.27754,142.50616,0:57:39,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
7/6/2010,,-12.27751,142.50622,3:58:02,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
7/6/2010,,-12.27753,142.50626,6:57:38,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
7/6/2010,,-12.27752,142.50617,9:57:57,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
7/6/2010,,-12.27753,142.5062,12:56:39,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
7/6/2010,,-12.27752,142.50621,15:56:38,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
7/6/2010,,-12.27769,142.50637,18:55:38,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
7/6/2010,,-12.27755,142.50616,21:55:39,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
7/7/2010,,-12.27751,142.50619,0:55:38,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
7/7/2010,,-12.27751,142.50618,3:55:38,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
7/7/2010,,-12.27754,142.50619,6:55:38,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
7/7/2010,,-12.27751,142.50623,9:56:04,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
7/7/2010,,-12.27748,142.5062,12:55:38,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
7/7/2010,,-12.27746,142.50617,15:56:20,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
7/8/2010,,-12.27752,142.50619,0:55:38,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
7/8/2010,,-12.27754,142.50607,3:55:38,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
7/8/2010,,-12.27752,142.50613,9:54:58,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
7/8/2010,,-12.27745,142.50613,12:53:50,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
7/8/2010,,-12.27756,142.50619,15:54:08,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
7/8/2010,,-12.27749,142.50619,18:54:08,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
7/8/2010,,-12.2775,142.50619,21:54:08,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
7/9/2010,,-12.2775,142.50616,0:53:38,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
7/9/2010,,-12.27752,142.5062,3:53:56,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
7/9/2010,,-12.27751,142.50617,6:54:38,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
7/9/2010,,-12.27757,142.50617,9:54:38,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
7/9/2010,,-12.27753,142.5062,12:53:38,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
7/9/2010,,-12.27746,142.50617,15:53:56,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
7/9/2010,,-12.27741,142.50615,18:53:57,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
7/9/2010,,-12.27757,142.50625,21:53:39,Aristotle,242,96272,8/11/2009,190.00,2/17/2010,797,607,male,3955
